Gender,Team tier,Team,Rider,Nationality,Age,Date of birth,Place of birth,Height (m),Weight (kg),Wins,UCI rank,Top result 1,Top result 2,Top result 3,Previous team 1,Previous team 2,Previous team 3,Previous team 4,Previous team 5,Previous team 6,Previous team 7,Previous team 8,Previous team 9,Previous team 10,Previous team 11,Previous team 12,Previous team 13,Previous team 14,Specialty 1,Specialty 2
M,WT,NSN Cycling Team,VAN ASBROECK Tom,Belgium,36,19 April 1990,Aalst,1.82,72,5,,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke ('19),Cholet-Pays de Loire ('14),stage Tour de Wallonie ('14),Israel - Premier Tech,Israel Start-Up Nation,Israel Cycling Academy,Team EF Education First - Drapac p/b Cannondale,Cannondale - Drapac Pro Cycling Team,Team LottoNL-Jumbo,Topsport Vlaanderen - Baloise,Topsport Vlaanderen - Mercator,,,,,,,Sprint,
M,WT,NSN Cycling Team,VAN TRICHT Floris,Belgium,24,23 June 2001,Leuven,1.76,69,0,,Midden-Brabant Poort Omloop ('24),3rd Ronde van Limburg ('26),4th Le Tour des 100 Communes ('23),Israel - Premier Tech,Israel Premier Tech Academy,EFC-L&R - Van Mossel,Urbano - Vulsteke Cycling Team,Basso Team Flanders,GM Recycling Team,Brain² Olympia Tienen,Wim Ruelens Olympia Tienen,,,,,,,Oneday,
M,WT,NSN Cycling Team,VERNON Ethan,Great Britain,25,26 August 2000,Bedford,1.88,74,16,74,"3x stage Volta a Catalunya ('26, '25, '22)",2x stage Tour of Guangxi ('24),Trofeo Palma ('23),Israel - Premier Tech,Soudal Quick-Step,Quick-Step Alpha Vinyl Team,Team Inspired,,,,,,,,,,,Sprint,
M,WT,NSN Cycling Team,WILLIAMS Stephen,Great Britain,29,9 June 1996,Aberystwyth,1.83,59,11,,La Flèche Wallonne ('24),GC Tour Down Under ('24),GC Tour of Britain ('24),Israel - Premier Tech,Bahrain - Victorious,Bahrain - McLaren,Bahrain Merida,Bahrain Merida Pro Cycling Team,SEG Racing Academy,JLT Condor,Pedal Heaven Race Team,NFTO Cycling Club,,,,,,GC,
M,WT,Netcompany INEOS,ARENSMAN Thymen,Netherlands,26,4 December 1999,Deil,1.90,68,5,25,2x stage Tour de France ('25),stage Vuelta a España ('22),stage Tour de Pologne ('22),INEOS Grenadiers,Team DSM,Team Sunweb,SEG Racing Academy,,,,,,,,,,,GC,
M,WT,Netcompany INEOS,AUGUST Andrew,United States,20,12 October 2005,Rochester,1.70,57,2,242,stage Itzulia Basque Country ('26),stage Volta Comunitat Valenciana ('26),2x 2nd stage Tour of Austria ('25),INEOS Grenadiers,Hot Tubes Development Cycling Team,,,,,,,,,,,,,Climber,
M,WT,Netcompany INEOS,BERNAL Egan,Colombia,29,13 January 1997,Bogotá,1.75,60,23,40,GC Tour de France ('19),GC Giro d'Italia ('21),GC Paris-Nice ('19),INEOS Grenadiers,Team INEOS,Team Sky,Androni - Sidermec - Bottecchia,Androni Giocattoli - Sidermec,,,,,,,,,,GC,
M,WT,Netcompany INEOS,DE PLUS Laurens,Belgium,30,4 September 1995,Aalst,1.89,67,1,,GC BinckBank Tour ('19),3rd GC Volta ao Algarve em Bicicleta ('25),2nd stage Volta a Catalunya ('25),INEOS Grenadiers,Team Jumbo-Visma,Quick-Step Floors,Etixx - Quick Step,Lotto - Soudal U23,Lotto - Belisol U23,,,,,,,,,GC,
M,WT,Netcompany INEOS,FOSS Tobias,Norway,29,25 May 1997,Vingrom,1.84,74,6,,World Championships ME - ITT ('22),stage Tour of the Alps ('24),"3x National Championships Norway ME - ITT ('25, '22, '21)",INEOS Grenadiers,Jumbo-Visma,Team Jumbo-Visma,Uno-X Norwegian Development Team,Team Joker Icopal,Team Joker - Byggtorget,Lillehammer CK,,,,,,,,TT,
M,WT,Netcompany INEOS,GANNA Filippo,Italy,29,25 July 1996,Verbania,1.93,83,40,65,"8x stage Giro d'Italia ('26, '24, '21, '20)","2x World Championships ME - ITT ('21, '20)",Dwars door Vlaanderen ('26),INEOS Grenadiers,Team INEOS,UAE Team Emirates,Team Colpack,Lampre - Merida,Viris Maserati - Sisal,GS Aspiratori Otelli,,,,,,,,TT,
M,WT,Netcompany INEOS,GODON Dorian,France,30,25 May 1996,Vitry-sur-Seine,1.89,74,21,37,"4x stage Tour de Romandie ('26, '24)",De Brabantse Pijl - La Flèche Brabançonne ('23),Coppa Bernocchi ('25),Decathlon AG2R La Mondiale Team,AG2R Citroën Team,AG2R La Mondiale,"Cofidis, Solutions Crédits",Team Vulco Vc Vaulx En Velin,Team Vulco - VC Vaulx-en-Velin,,,,,,,,,Hills,
M,WT,Netcompany INEOS,HAIG Jack,Australia,32,6 September 1993,Southport,1.90,67,2,,stage Tour de Pologne ('17),3rd GC Vuelta a España ('21),2nd GC Volta a la Comunitat Valenciana ('20),Bahrain - Victorious,Mitchelton-Scott,ORICA-Scott,ORICA-BikeExchange,Orica GreenEDGE,Jayco-AIS World Tour Academy,Avanti Racing Team,Huon Salmon Genesys Wealth Advisers p/b Praties,,,,,,,GC,
M,WT,Netcompany INEOS,HAMILTON Lucas,Australia,30,12 February 1996,Ararat,1.84,71,4,,Oceania Continental Championships ME - Road Race ('17),GC Settimana Internazionale Coppi e Bartali ('19),stage Tirreno-Adriatico ('20),INEOS Grenadiers,Team Jayco AlUla,Team BikeExchange - Jayco,Team BikeExchange,Mitchelton-Scott,Mitchelton Scott,Jayco-AIS World Tour Academy,,,,,,,,GC,
M,WT,Netcompany INEOS,HEIDUK Kim,Germany,26,3 March 2000,Herrenberg,1.84,70,0,,stage Tour d'Eure-et-Loir ('21),2nd GC Orlen Nations Grand Prix ('21),2nd GC Tour d'Eure-et-Loir ('21),INEOS Grenadiers,Team Lotto - Kern Haus,WRSV Holczer Radsporteam,,,,,,,,,,,,Hills,
M,WT,Netcompany INEOS,JUNGELS Bob,Luxembourg,33,22 September 1992,Rollingen,1.89,70,27,,Liège - Bastogne - Liège ('18),stage Tour de France ('22),Kuurne-Brussel-Kuurne ('19),INEOS Grenadiers,Red Bull - BORA - hansgrohe,BORA - hansgrohe,AG2R Citroën Team,Deceuninck - Quick Step,Quick-Step Floors,Etixx - Quick Step,Trek Factory Racing,RadioShack - Leopard,Leopard - Trek Continental Team,,,,,TT,
M,WT,Netcompany INEOS,KWIATKOWSKI Michał,Poland,36,2 June 1990,Chełmża,1.76,68,32,,World Championships ME - Road Race ('14),"2x Amstel Gold Race ('22, '15)",Milano-Sanremo ('17),INEOS Grenadiers,Team INEOS,Team Sky,Etixx - Quick Step,Omega Pharma - Quick-Step,RadioShack,Caja Rural,,,,,,,,Oneday,
M,WT,Netcompany INEOS,LANGELLOTTI Victor,mc,30,7 June 1995,Monaco,1.77,64,3,156,stage Tour de Pologne ('25),2nd GC Tour of Norway ('25),stage Presidential Cycling Tour of Türkiye ('23),INEOS Grenadiers,Burgos - BH,UC Monaco,,,,,,,,,,,,GC,
M,WT,Netcompany INEOS,LAURANCE Axel,France,25,13 April 2001,Calan,1.79,63,9,136,GC Tour of Norway ('24),World Championships MU - Road Race ('23),stage Volta a Catalunya ('24),INEOS Grenadiers,Alpecin - Deceuninck,Alpecin-Deceuninck Development Team,B&B Hotels - KTM,B&B Hotels p/b KTM,VC Pays de Loudéac,Van Rysel - AG2R La Mondiale,B'Twin U19 AG2r La Mondiale,Véloce Vannetais,,,,,,Hills,
M,WT,Netcompany INEOS,ONLEY Oscar,Great Britain,23,13 October 2002,Kelso,1.73,62,2,19,stage Tour de Suisse ('25),stage Tour Down Under ('24),2nd GC Tour of Guangxi ('24),Team Picnic PostNL,Team dsm-firmenich PostNL,Team dsm - firmenich,Development Team DSM,Van Rysel - AG2R La Mondiale,,,,,,,,,,GC,
M,WT,Netcompany INEOS,RIVERA Brandon Smith,Colombia,30,21 March 1996,Zipaquirá,1.70,60,3,,Pan-American Continental Championships ME - ITT ('19),stage Tour of Austria ('24),2nd GC Tour of Austria ('24),INEOS Grenadiers,GW - Shimano,UC Monaco,,,,,,,,,,,,GC,
M,WT,Netcompany INEOS,RODRÍGUEZ Carlos,Spain,25,2 February 2001,Almuñécar,1.83,67,7,228,GC Tour de Romandie ('24),stage Tour de France ('23),"2x stage Itzulia Basque Country ('24, '22)",INEOS Grenadiers,Polartec - Kometa Junior Team,,,,,,,,,,,,,GC,
M,WT,Netcompany INEOS,RODRÍGUEZ Óscar,Spain,31,6 May 1995,Burlada,1.79,63,1,,stage Vuelta a España ('18),2nd GC Vuelta a Burgos ('19),2nd GC Tour de Hongrie ('22),INEOS Grenadiers,Movistar Team,Astana - Premier Tech,Astana Pro Team,Euskadi Basque Country - Murias,Euskadi - Murias,Lizarte,,,,,,,,GC,
M,WT,Netcompany INEOS,SHEFFIELD Magnus,United States,24,19 April 2002,Coon Rapids,1.83,73,4,205,De Brabantse Pijl - La Flèche Brabançonne ('22),stage Paris-Nice ('25),stage Vuelta a Andalucia Ruta Ciclista Del Sol ('22),INEOS Grenadiers,Rally Cycling,Hot Tubes Development Cycling Team,,,,,,,,,,,,TT,
M,WT,Netcompany INEOS,SHMIDT Artem,United States,22,30 January 2004,Cumming,1.91,76,2,237,Classique Dunkerque / Grand prix des Hauts de France ('26),National Championships United States ME - ITT ('25),stage Istarsko Proljeće - Istrian Spring Trophy ('23),INEOS Grenadiers,Hagens Berman Jayco,Hagens Berman Axeon,Hot Tubes Development Cycling Team,LUX Cycling,,,,,,,,,,Oneday,
M,WT,Netcompany INEOS,SVESTAD-BÅRDSENG Embret,Norway,23,1 September 2002,Oslo,,,0,,2nd Gylne Gutuer ('21),2nd Sundvolden GP ('22),8th GC Tour of Oman ('25),Arkéa - B&B Hotels,Arkéa - B&B Hôtels Continentale,Human Powered Health,Team Coop,Glåmdalen SK,,,,,,,,,,GC,
M,WT,Netcompany INEOS,SWIFT Ben,Great Britain,38,5 November 1987,Rotherham,1.79,69,15,,GC Tour de Picardie ('10),2x stage Tour de Pologne ('12),2x stage Tour Down Under ('11),INEOS Grenadiers,Team INEOS,UAE Team Emirates,Team Sky,Sky Procycling,Team Katusha,Barloworld,,,,,,,,Oneday,
M,WT,Netcompany INEOS,SWIFT Connor,Great Britain,30,30 October 1995,Thorne,1.90,75,3,,Tro-Bro Léon ('21),GC Tour Poitou - Charentes ('21),National Championships Great Britain ME - Road Race ('18),INEOS Grenadiers,Team Arkéa Samsic,Madison Genesis,Team Dimension Data,,,,,,,,,,,Oneday,
M,WT,Netcompany INEOS,TARLING Joshua,Great Britain,22,15 February 2004,Aberaeron,1.94,78,9,,stage Giro d'Italia ('25),"2x Chrono des Nations ('25, '23)",stage Renewi Tour ('23),INEOS Grenadiers,Flanderscolor - Galloo Team,,,,,,,,,,,,,TT,
M,WT,Netcompany INEOS,TURNER Ben,Great Britain,27,28 May 1999,Doncaster,1.94,74,3,118,stage Vuelta a España ('25),Vuelta a la Región de Murcia ('23),stage Tour de Pologne ('25),INEOS Grenadiers,Trinity Racing,Trinity Road Racing,Corendon - Circus,HMT Academy JLT Condor,,,,,,,,,,Hills,
M,WT,Netcompany INEOS,VAUQUELIN Kévin,France,25,26 April 2001,Bayeux,1.76,69,10,28,stage Tour de France ('24),GC Etoile de Bessèges ('25),GC Tour des Alpes-Maritimes ('23),Arkéa - B&B Hotels,Team Arkéa Samsic,VC Rouen 76,UC Tilly Val de Seulles,,,,,,,,,,,GC,
M,WT,Netcompany INEOS,WATSON Samuel,Great Britain,24,24 September 2001,Leeds,1.88,68,6,175,GC Quatre Jours de Dunkerque ('25),stage Tour de Romandie ('25),stage Tour Down Under ('26),INEOS Grenadiers,Groupama - FDJ,Equipe continentale Groupama-FDJ,Trinity Racing,Team Inspired,Fensham Howes-MAS Design,,,,,,,,,Hills,
M,WT,Netcompany INEOS,WELSFORD Sam,Australia,30,19 January 1996,Subiaco,1.82,79,13,,"7x stage Tour Down Under ('26, '25, '24)",Grand Prix Criquielion ('23),stage Renewi Tour ('23),Red Bull - BORA - hansgrohe,Team dsm - firmenich,Team DSM,Northern Beaches Cycling Club,Pro Racing Sunshine Coast,Australian Cycling Academy - Ride Sunshine Coast,Satalyst Giant Racing Team,,,,,,,,Sprint,
M,WT,Netcompany INEOS,ØXENBERG Peter,Denmark,20,23 October 2005,Nørreby,1.91,69,0,,stage Alpes Isère Tour ('26),stage Orlen Nations Grand Prix ('24),2nd GC Alpes Isère Tour ('26),INEOS Grenadiers,Team Lotto Kern-Haus PSD Bank,Team ColoQuick,Team Vifra Kvickly Odder Junior,Team Odense,,,,,,,,,,TT,
M,WT,Red Bull - BORA - hansgrohe,ALEOTTI Giovanni,Italy,27,25 May 1999,Mirandola,1.80,64,7,,GC Tour of Slovenia ('24),"2x GC Sibiu Cycling Tour ('22, '21)","3x stage Sibiu Cycling Tour ('22, '21)",BORA - hansgrohe,Cycling Team Friuli ASD,Cycling Team Friuli,ASD Sancarlese Ciclismo,,,,,,,,,,,GC,
M,WT,Red Bull - BORA - hansgrohe,BOICHIS Adrien,France,23,2 January 2003,Aix-en-Provence,Weight: 68 kg,68,0,,GC Istrian Spring Tour ('25),4th Trofeo Calvià ('26),4th stage Settimana Internazionale Coppi e Bartali ('26),Red Bull - BORA - hansgrohe Rookies,Trinity Racing,,,,,,,,,,,,,Hills,
M,WT,Red Bull - BORA - hansgrohe,CATTANEO Mattia,Italy,35,25 October 1990,Alzano Lombardo,1.84,67,4,,Giro dell'Appennino ('19),stage Tour de Pologne ('23),stage Tour de Luxembourg ('21),Soudal Quick-Step,Quick-Step Alpha Vinyl Team,Deceuninck - Quick Step,Androni Giocattoli - Sidermec,Androni - Sidermec - Bottecchia,Lampre - Merida,Lampre - ISD,UC Trevigiani,,,,,,,TT,
M,WT,Red Bull - BORA - hansgrohe,DENZ Nico,Germany,32,15 February 1994,Waldshut-Tiengen,1.83,71,7,,"3x stage Giro d'Italia ('25, '23)",Tour de Vendée ('18),stage Tour de Suisse ('22),BORA - hansgrohe,Team DSM,Team Sunweb,AG2R La Mondiale,Chambéry Cyclisme Formation,LV Team Rothaus Baden,,,,,,,,,Hills,
M,WT,Red Bull - BORA - hansgrohe,DRIZNERS Jarrad,Australia,27,31 May 1999,Adelaide,1.86,70,0,,4th GC Flanders Tomorrow Tour ('21),10th stage Vuelta a España ('23),7th stage Volta ao Algarve em Bicicleta ('21),Lotto,Lotto Dstny,Lotto Soudal,Hagens Berman Axeon,SASI Cycling Team,,,,,,,,,,GC,
M,WT,Red Bull - BORA - hansgrohe,ETXEBERRIA Haimar,Spain,22,8 September 2003,Irún,1.77,65,1,215,Vuelta a Castilla y Leon ('25),4th Circuito de Getxo - Memorial Hermanos Otxoa ('25),5th Tour de Vendée ('25),Equipo Kern Pharma,Equipo Finisher - Kern Pharma,EOLO-Kometa U23,Equipo Amateur Caja Rural - Seguros RGA,Buruntzazpi,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,EVENEPOEL Remco,Belgium,26,25 January 2000,Aalst,1.71,63,74,3,"2x Liège - Bastogne - Liège ('23, '22)","3x Donostia San Sebastian Klasikoa ('23, '22, '19)",GC Vuelta a España ('22),Soudal Quick-Step,Quick-Step Alpha Vinyl Team,Deceuninck - Quick Step,Acrog - Balen BC Junior,Forte U19 Cycling Team,,,,,,,,,,TT,
M,WT,Red Bull - BORA - hansgrohe,FISHER-BLACK Finn,New Zealand,24,21 December 2001,Benenden,1.89,69,6,,Muscat Classic ('24),stage Tour of Oman ('24),GC Istarsko Proljeće - Istrian Spring Trophy ('21),UAE Team Emirates,Jumbo-Visma Development Team,Willebrord Wil Vooruit,Team Skoda Fruzio,,,,,,,,,,,Hills,
M,WT,Red Bull - BORA - hansgrohe,HAJEK Alexander,Austria,22,19 July 2003,Hainburg an der Donau,1.76,55,1,,National Championships Austria ME - Road Race ('24),4th GC Tour de Hongrie ('25),3rd GC Carpathian Couriers Race in memory of Wacław Felcz ('22),Tirol KTM Cycling Team,Trinity Racing,Team Auto Eder,,,,,,,,,,,,GC,
M,WT,Red Bull - BORA - hansgrohe,HERZOG Emil,Germany,21,6 October 2004,Simmerberg,1.84,74,0,,2nd stage Volta Comunitat Valenciana ('26),3rd stage Tour of the Alps ('25),7th Milano - Torino ('24),Hagens Berman Axeon,Team Auto Eder,,,,,,,,,,,,,Hills,
M,WT,Red Bull - BORA - hansgrohe,HINDLEY Jai,Australia,30,5 May 1996,Perth,1.75,60,9,38,GC Giro d'Italia ('22),"2x stage Giro d'Italia ('22, '20)",stage Tour de France ('23),BORA - hansgrohe,Team DSM,Team Sunweb,Mitchelton Scott,Attaque Team Gusto,Jayco-AIS World Tour Academy,Aran Cucine Vejus,,,,,,,,Climber,
M,WT,Red Bull - BORA - hansgrohe,LIPOWITZ Florian,Germany,25,21 September 2000,Laichingen,1.81,68,3,10,GC Czech Tour ('23),GC Sibiu Cycling Tour ('24),3rd GC Tour de France ('25),BORA - hansgrohe,Tirol KTM Cycling Team,,,,,,,,,,,,,GC,
M,WT,Red Bull - BORA - hansgrohe,MARIT Arne,Belgium,27,21 January 1999,Galmaarden,1.85,72,2,190,Grand Prix du Morbihan ('21),Trofeo Palma ('26),Grand Prix Criquielion ('19),Intermarché - Wanty,Intermarché - Circus - Wanty,Sport Vlaanderen - Baloise,Lotto - Soudal U23,,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,MARTÍNEZ Daniel Felipe,Colombia,30,25 April 1996,Soacha,1.74,63,15,168,GC Critérium du Dauphiné ('20),GC Itzulia Basque Country ('22),GC Volta ao Algarve em Bicicleta ('23),INEOS Grenadiers,EF Pro Cycling,EF Education First,Team EF Education First - Drapac p/b Cannondale,Wilier Triestina - Selle Italia,Wilier - Southeast,Team Colombia,UCI WCC Men's Team,,,,,,,GC,
M,WT,Red Bull - BORA - hansgrohe,MEEUS Jordi,Belgium,27,1 July 1998,Lommel,1.90,80,18,21,Copenhagen Sprint ('25),stage Tour de France ('23),Primus Classic ('22),BORA - hansgrohe,SEG Racing Academy,Acrog-Balen BC,Acrog - Balen BC Junior,Balen BC Junior,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,MOSCON Gianni,Italy,32,20 April 1994,Trento,1.80,71,11,,GC Tour of Guangxi ('18),GC Arctic Race of Norway ('16),Giro della Toscana ('18),Soudal Quick-Step,Astana Qazaqstan Team,INEOS Grenadiers,Team INEOS,Team Sky,Zalf Euromobil Désirée Fior,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,PELLIZZARI Giulio,Italy,22,21 November 2003,San Severino Marche,1.83,66,4,24,GC Tour of the Alps ('26),stage Vuelta a España ('25),2x stage Tour of the Alps ('26),VF Group - Bardiani CSF - Faizanè,Green Project - Bardiani CSF - Faizanè,Bardiani-CSF-Faizanè,ASD U.C. Foligno,,,,,,,,,,,Climber,
M,WT,Red Bull - BORA - hansgrohe,PITHIE Laurence,New Zealand,23,17 July 2002,Christchurch,1.85,74,5,67,Cadel Evans Great Ocean Road Race ('24),GC Quatre Jours de Dunkerque ('26),Cholet - Pays de la Loire ('23),Groupama - FDJ,Equipe continentale Groupama-FDJ,Willebrord Wil Vooruit,,,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,ROGLIČ Primož,Slovenia,36,29 October 1989,Trbovlje,1.77,65,91,52,"4x GC Vuelta a España ('24, '21, '20, '19)","15x stage Vuelta a España ('24, '23, '22, '21, '20, '19)",GC Giro d'Italia ('23),Jumbo-Visma,Team Jumbo-Visma,Team LottoNL-Jumbo,Adria Mobil,Radenska,,,,,,,,,,Climber,
M,WT,Red Bull - BORA - hansgrohe,THORNLEY Callum,Great Britain,22,5 August 2003,Edinburgh,1.90,76,1,,stage Sibiu Cycling Tour ('25),Il Piccolo Lombardia ('25),3rd GC Istrian Spring Tour ('25),Red Bull - BORA - hansgrohe Rookies,Trinity Racing,Spokes Racing Team,,,,,,,,,,,,TT,
M,WT,Red Bull - BORA - hansgrohe,TRATNIK Jan,Slovenia,36,23 February 1990,Idrija,1.73,67,12,,Omloop Het Nieuwsblad ME ('24),stage Giro d'Italia ('20),GC Tour de Slovaquie ('17),Team Visma | Lease a Bike,Jumbo-Visma,Bahrain - Victorious,Bahrain - McLaren,Bahrain Merida,CCC Sprandi Polkowice,Amplatz - BMC,Tirol Cycling Team,Radenska,Quickstep Cycling Team,Zheroquadro Radenska,Radenska KD Financial Point,,,TT,
M,WT,Red Bull - BORA - hansgrohe,TUCKWELL Luke,Australia,21,21 June 2004,Orange,1.82,66,0,,2nd GC Giro d'Italia Next Gen ('25),6th GC Tour de Romandie ('26),6th GC Ronde de l'Isard ('24),Red Bull - BORA - hansgrohe Rookies,Trinity Racing,Bathurst CC,InForm TMX MAKE,,,,,,,,,,,GC,
M,WT,Red Bull - BORA - hansgrohe,VAN DIJKE Mick,Netherlands,26,15 March 2000,Goes,1.90,74,0,,GC Flanders Tomorrow Tour ('21),2x stage Flanders Tomorrow Tour ('21),3rd GC CRO Race ('21),Team Visma | Lease a Bike,Jumbo-Visma,Team Jumbo-Visma,Jumbo-Visma Development Team,,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,VAN DIJKE Tim,Netherlands,26,15 March 2000,Goes,1.89,74,2,180,2nd Omloop Nieuwsblad ME ('26),2nd Grand Prix de Denain ('23),stage CRO Race ('21),Team Visma | Lease a Bike,Jumbo-Visma,Jumbo-Visma Development Team,,,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,VAN GILS Maxim,Belgium,26,25 November 1999,Brasschaat,1.74,63,7,224,Eschborn-Frankfurt ('24),GC Saudi Tour ('22),Grosser Preis des Kantons Aargau ('24),Lotto Dstny,Lotto Soudal,Lotto - Soudal U23,WAC Team Hoboken,,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,VAN POPPEL Danny,Netherlands,32,26 July 1993,Moergestel,1.84,82,24,187,"2x Binche - Chimay - Binche / Memorial Frank Vandenbroucke ('21, '18)",stage Vuelta a España ('15),Halle Ingooigem ('18),BORA - hansgrohe,Intermarché - Wanty - Gobert Matériaux,Circus - Wanty Gobert,Team Jumbo-Visma,Team LottoNL-Jumbo,Team Sky,Trek Factory Racing,Vacansoleil - DCM,Rabobank Continental Team,,,,,,Sprint,
M,WT,Red Bull - BORA - hansgrohe,VERMEERSCH Gianni,Belgium,33,19 November 1992,Roeselare,1.73,68,4,170,Dwars door het Hageland ('24),Antwerp Port Epic / Sels Trophy ('20),Slag om Norg ('17),Alpecin - Deceuninck,Alpecin - Fenix,Corendon - Circus,Beobank - Corendon,Verandas Willems Cycling Team,Marlux - Napoleon Games,Sunweb - Napoleon Games Cycling Team,BKCP - Powerplus,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,VLASOV Aleksandr,Russia,30,23 April 1996,Vyborg,1.86,68,12,126,GC Tour de Romandie ('22),GC Volta a la Comunitat Valenciana ('22),Giro dell'Emilia ('20),BORA - hansgrohe,Astana - Premier Tech,Astana Pro Team,Gazprom-RusVelo,Viris Maserati - Sisal,Favorit Vyborg,,,,,,,,,Climber,
M,WT,Red Bull - BORA - hansgrohe,WANDAHL Frederik,Denmark,25,9 May 2001,Stockholm,1.78,61,0,,5th Eschborn-Frankfurt ('25),5th GC Tour de Wallonie ('24),2nd National Championships Denmark ME - Road Race ('21),BORA - hansgrohe,Team ColoQuick,NPV-Carl Ras Roskilde Junior,Børkop Cykler-Carl Ras Roskilde Junior,,,,,,,,,,,Oneday,
M,WT,Red Bull - BORA - hansgrohe,ZWIEHOFF Ben,Germany,32,22 February 1994,Essen,1.82,61,0,,2nd GC Presidential Cycling Tour of Türkiye ('23),2nd GC Czech Tour ('23),2nd stage Presidential Cycling Tour of Türkiye ('23),BORA - hansgrohe,Team Bornträger Hanau,Bergamont Racing Team,,,,,,,,,,,,GC,
M,WT,Soudal Quick-Step,BASTIAENS Ayco,Belgium,29,3 June 1996,Aalst,1.91,76,0,,3rd stage Tour of Bulgaria ('21),7th GC Tour of Bulgaria ('21),8th Grote Prijs Rik Van Looy ('22),Alpecin-Deceuninck Development Team,Alpecin-Fenix Development Team,,,,,,,,,,,,,GC,
M,WT,Soudal Quick-Step,CRAS Steff,Belgium,30,13 February 1996,Geel,1.83,67,1,,stage Vuelta Asturias ('25),3rd GC La Route d'Occitanie - CIC ('25),3rd Giro della Toscana ('25),TotalEnergies,Lotto Soudal,Team Katusha Alpecin,BMC Development Team,Lotto - Soudal U23,,,,,,,,,,GC,
M,WT,Soudal Quick-Step,DAINESE Alberto,Italy,28,25 March 1998,Abano Terme,1.75,72,7,,"2x stage Giro d'Italia ('23, '22)",stage Vuelta a España ('23),stage Arctic Race of Norway ('23),Tudor Pro Cycling Team,Team dsm - firmenich,Team DSM,Team Sunweb,SEG Racing Academy,Zalf Euromobil Désirée Fior,S.C. Padovani,,,,,,,,Sprint,
M,WT,Soudal Quick-Step,EENKHOORN Pascal,Netherlands,29,8 February 1997,Zwolle,1.85,72,5,,Heistse Pijl ('21),"2x stage Settimana Internazionale Coppi e Bartali ('20, '18)",2nd stage Tour de France ('23),Lotto Dstny,Jumbo-Visma,Team Jumbo-Visma,Team LottoNL-Jumbo,BMC Development Team,,,,,,,,,,Oneday,
M,WT,Soudal Quick-Step,GAROFOLI Gianmarco,Italy,23,6 October 2002,Ancona,1.80,62,0,235,2nd GC Giro di Sardegna ('26),stage Giro Ciclistico della Valle d'Aosta - Mont Blanc ('21),2nd GC Giro Ciclistico della Valle d'Aosta - Mont Blanc ('21),Astana Qazaqstan Team,Astana Qazaqstan Development Team,Development Team DSM,,,,,,,,,,,,Climber,
M,WT,Soudal Quick-Step,GELDERS Gil,Belgium,23,16 December 2002,Asse,1.79,66,0,,Ruota d'Oro - GP Festa del Perdono ('23),Gent-Wevelgem / Kattekoers-Ieper ('23),"2x stage Giro d'Italia Giovani Under 23 ('23, '22)",Soudal Quick-Step Devo Team,Bingoal Pauwels Sauces WB Development Team,Bingoal WB Development Team,Onder Ons Parike,,,,,,,,,,,GC,
M,WT,Soudal Quick-Step,HAYTER Ethan,Great Britain,27,18 September 1998,London,1.80,70,24,223,GC Tour de Pologne ('22),GC Tour of Norway ('21),"3x stage Tour de Romandie ('23, '22)",INEOS Grenadiers,VC Londres,Team Sky,,,,,,,,,,,,TT,
